source,source_url,date_posted,company,title,category,location,job_type,tags_raw,description
Arbeitnow API,https://www.arbeitnow.fr/jobs/companies/illuin-technology/chargee-dadministration-rh-h-f-paris-12150,2026-09-17T04:40:07,ILLUIN Technology,Chargé.e d'Administration RH (H/F),Fonction support,Paris La Défense,Full Time,Fonction support,"À propos d'ILLUIN Technology ILLUIN Technology est le leader français de l'IA Générative souveraine et de confiance. Nous développons des modèles de langage (LLM) propriétaires et une plateforme technologique de pointe pour permettre aux entreprises et aux organisations de déployer l'IA générative en toute sécurité, en gardant la maîtrise de leurs données. Adossé au fond privé Seven2, Illuin est entré dans une phase d’investissement et de forte croissance depuis le début de l’année. Dans ce contexte d’accélération, le Groupe recrute un/une Chargé(e) d’Administration RH afin de sécuriser et de professionnaliser l’ensemble des processus administratifs liés au cycle de paie et à l’expérience interne des Illuiners. Votre Mission Rattaché(e) directement à la Direction Administratif et Financier , en lien étroit avec les équipes opérationnelles, vous êtes le/la garant(e) du contrôle interne de la paie et de la fiabilité des données sociales. La paie est externalisée auprès d’un prestataire : votre rôle n’est pas de la produire mais d’en assurer la préparation, le contrôle et la coordination de bout en bout. Vous évoluerez dans un environnement dynamique et agile, dans un contexte de structuration où vous devrez faire preuve de rigueur, de polyvalence et être force de proposition afin de contribuer à l’avancement d’un vaste panel de missions tels que : Pilotage et contrôle de la paie externalisée Collecte, consolidation et transmission des éléments variables de paie au prestataire (entrées/sorties, absences, variables, primes, notes de frais impactant la paie) selon un calendrier de paie maîtrisé ; Contrôle de la saisie des temps par les salariés (suivi des congés etc) ; Collecte des déclarations sociales produites par le prestataire (DSN, charges sociales, organismes de prévoyance et de mutuelle) et suivi des éventuelles anomalies jusqu’à résolution ; Rapprochement de la paie avec la comptabilité en lien avec le CFO et l’expert comptable (écritures de paie, provisions congés payés, comptes de tiers sociaux). Administration du personnel et cycle de vie collaborateur Gestion administrative des entrées : DPAE, rédaction des contrats et avenants, affiliations mutuelle et prévoyance, visites médicales, création des dossiers collaborateurs ; Suivi des évolutions en cours de vie (avenants, mobilités, changements de temps de travail) et des sorties (documents de fin de contrat, coordination avec la paie et le management) ; Suivi des absences, congés, arrêts de travail, IJSS et dossiers de prévoyance ; Gestion des dispositifs collectifs et avantages (titres-restaurant, mutuelle, mobilité durable, remboursements transport) ; Tenue et fiabilisation des obligations administratives : registre unique du personnel, affichages, archivage et conformité RGPD des données sociales. Coordination des prestataires et interlocuteurs externes Interlocuteur(trice) de référence du cabinet de paie : animation du rythme de collaboration, cadrage des livrables, respect des échéances et arbitrage des points bloquants ; Point de contact avec les organismes externes (URSSAF, organismes de retraite et de prévoyance, médecine du travail, OPCO, mutuelle) en lien avec le prestataire et le CFO; Data &amp; Process Owner RH Élaboration et documentation de l’ensemble des processus administratifs RH et de l’outillage associé (SIRH), dans un contexte de croissance et avec la perspective d’intégration de nouvelles entités ; Garantie de la qualité et de la cohérence de la donnée sociale entre le SIRH, la paie et les outils Finance. Conformité sociale et missions ponctuelles Veille sur la réglementation sociale et l’application de la convention collective, avec appui de conseils externes sur les sujets complexes ; Contribution aux obligations et échéances annuelles (index égalité professionnelle, déclarations obligatoires, préparation des audits) ; Participation aux projets de structuration de la fonction People : déploiement ou évolution du SIRH, automatisation des processus, "
Arbeitnow API,https://www.arbeitnow.fr/jobs/companies/pennylane-sas/account-executive-firm-expansion-paris-288736,2026-09-17T04:40:06,Pennylane SAS,Account Executive Firm Expansion,Sales,Paris,Full Time,Sales,"Vous cherchez un environnement professionnel stimulant basé sur l'autonomie et la confiance ? Pennylane vous offre l'opportunité de grandir au sein d'une entreprise en pleine croissance. Ici, votre expertise contribuera directement à aider les entrepreneurs à reprendre le contrôle de leurs finances. Découvrez un lieu où vos compétences seront valorisées et où vous pourrez façonner l'avenir de la gestion financière. Notre vision Notre ambition est de devenir le logiciel de pilotage financier préféré des PMEs européennes. Nous aidons les entrepreneurs à se débarrasser des tâches chronophages liées à la comptabilité et à la finance, tout en leur donnant accès à des informations financières clés pour les aider à prendre les meilleures décisions pour leur entreprise. Parallèlement, nous aidons les cabinets d'expertise-comptable, en leur permettant de passer moins de temps sur des tâches redondantes et répétitives, et plus de temps sur la partie conseil et accompagnement de leurs clients. À propos de Pennylane Pennylane est une des FinTech à la plus forte croissance en France, et souhaite bientôt adresser le marché européen. En 6 ans d'existence, nous sommes parvenus à : 💻 Nous positionner sur le marché comme un éditeur de solution de comptabilité et de gestion financière innovant 💰 Lever un total de 400 millions d'euros, auprès d'investisseurs de renom, dont Sequoïa, le fonds phare de la Silicon Valley, connu pour avoir soutenu Google, Facebook, Airbnb, Stripe, Paypal et bien d'autres à leur début 👨‍👩‍👧‍👦 Passer de 7 cofondateurs à une équipe de 1000 collaborateurs, avec une note moyenne de 4,9/5 sur Glassdoor et 94% des évaluateurs Glassdoor qui recommanderaient PL à leurs proches! 🌍 Construire une équipe internationale composée de collaborateurs issus de 25 pays différents, avec une culture du télétravail très flexible 🤝 Gagner la confiance de milliers d'utilisateurs et obtenir d'excellents retours 🚀 Déjà plus de 900,000 TPE/PME et plus de 6000 cabinets d’expertise-comptable utilisent Pennylane en France ! Pourquoi ce rôle est-il si important chez nous ? Afin d’accompagner notre croissance et répondre à nos enjeux 2026, nous ouvrons un nouveau poste au sein de l’équipe Sales en charge de la relation avec les clients SMEs des cabinets comptables partenaires de Pennylane. Tu auras un rôle central en étant le point de contact privilégié des cabinets comptables souhaitant déployer Pennylane chez leurs clients En effet, depuis 1 an, nous accélérons fortement dans l’acquisition de nouveaux cabinets comptables. L’outil Pennylane prenant tout son sens lorsque les Experts Comptables et leurs clients travaillent ensemble dessus, c’est dans leur intérêt d’équiper au maximum leurs clients. Comment vas-tu contribuer au projet ? En échangeant avec les cabinets comptables partenaires pour identifier les SMEs de leurs portefeuilles les plus à même de pouvoir s’équiper de Pennylane. En mettant en place des actions commerciales terrains (évènements physiques, webinaires, journée portes ouvertes) afin de faire connaître Pennylane auprès des SMEs de nos cabinets comptables partenaires. En gérant de l’ensemble du cycle de vente de Pennylane sur ces SMEs (Qualification, Démo, Closing). Tu travailleras main dans la main avec: Les Account Executives Cabinets Comptables : ils sont en charge de vendre Pennylane à un maximum de cabinets comptables. Les Account Managers : ils gèrent la relation commerciale avec le cabinet comptable et la coordination des projets de monétisation des SMEs avec nos cabinets comptables partenaires. A quoi ressembleront tes débuts chez nous? 3 premiers mois : Tu apprends à connaître Pennylane, sa vision, ses équipes afin de t'y sentir pleinement intégré Tu intègres la sales academy afin de connaître parfaitement le rôle de chacun et de saisir le fonctionnement de l'équipe sales au global Tu es formé par ton manager afin de prendre tes marques au sein de l'équipe Tu montes en compétences sur l’outil Tu prends en main tes"
Arbeitnow API,https://www.arbeitnow.fr/jobs/companies/pennylane-sas/chef-de-projet-fonctionnel-migration-comptable-teletravail-complet-possible-paris-448407,2026-09-17T04:40:05,Pennylane SAS,Chef de Projet Fonctionnel – Migration Comptable (Télétravail complet possible),Partner Success - Cabinets comptable,All France (remote),Full Time,Partner Success - Cabinets comptable,"Et si ton expertise comptable devenait le pont entre les cabinets et la technologie qui va transformer leur métier ? Chez Pennylane, on a une conviction forte : les experts-comptables méritent des outils à la hauteur de leur métier. Des outils qui leur font gagner du temps sur les tâches répétitives, pour qu'ils puissent se concentrer sur ce qui compte vraiment : le conseil, l'accompagnement, la relation client. C'est pour ça qu'on a construit une plateforme tout-en-un qui réunit experts-comptables et dirigeants sur le même outil. Aujourd’hui, nous recrutons une personne ayant exercé comme collaborateur ou collaboratrice comptable en cabinet, ayant déjà participé idéalement à une ou plusieurs migrations vers un nouveau logiciel comptable. Ta connaissance du métier et des réalités quotidiennes des cabinets te permettra de les accompagner au mieux dans la migration de leurs données comptables vers Pennylane. 🌍 Pennylane, c'est quoi ? Pennylane est une fintech française parmi les plus dynamiques du pays, actuellement en pleine expansion à l'échelle européenne. En 6 ans d'existence, nous sommes parvenus à : 💻 Nous positionner sur le marché comme un éditeur de solution de comptabilité et de gestion financière innovant 💰 Lever un total de 400 millions d'euros, auprès d'investisseurs de renom, dont Sequoia, le fonds phare de la Silicon Valley, connu pour avoir soutenu Google, Facebook, Airbnb, Stripe, Paypal et bien d'autres à leurs débuts 👨‍👩‍👧‍👦 Passer de 7 cofondateurs à une équipe de 1 000 collaborateurs, avec une note moyenne de 4,9/5 sur Glassdoor et 94% des évaluateurs qui recommanderaient Pennylane à leurs proches 🌍 Construire une équipe internationale composée de collaborateurs issus de 25 pays différents, avec une culture du télétravail vraiment flexible 🚀 Déjà plus de 900 000 TPE/PME et plus de 6 000 cabinets d'expertise-comptable utilisent Pennylane en France ! 🎯 Ton rôle Tu rejoins l'équipe Partner Solutions Specialists , composée intégralement d'anciens comptables. Une équipe qui comprend les enjeux des cabinets de l'intérieur, et qui les accompagne avec le bon niveau d'expertise métier, de rigueur et d'empathie. En tant que PSS Front , tu es l'expert métier en contact direct avec toutes les parties prenantes pendant les projets de migration. Tu travailles en binôme avec le PSS Back (Partner Solutions Architect), qui prend en charge l'intégration et les aspects techniques. Toi, tu es le visage du projet côté cabinet : celui ou celle qui cadre, qui rassure, qui fait avancer. C'est un rôle exigeant, au croisement de la gestion de projet, de l'expertise comptable et de la relation client, avec une vraie dimension de conseil et d'amélioration continue. 📋 Tes missions au quotidien Audit et analyse des besoins fonctionnels Planifier, préparer et animer les réunions avec les cabinets — du lancement au Retex, en passant par les briefings, cadrages et restitutions Analyser les besoins métiers à partir des retours terrain et des expériences de migration Rédiger la documentation et les user stories pour faciliter la compréhension des autres équipes Animer des ateliers et webinaires — certains centrés sur les usages métiers, d'autres plus transverses Gestion de projet de migration S'assurer que les migrations suivent un cheminement clair et documenté, pour toutes les parties prenantes (internes et externes) Adapter la démarche en fonction des situations, tout en veillant au respect des process existants pour garantir une vraie collaboration inter-équipes Communiquer régulièrement sur l'alignement entre les solutions techniques et les besoins métiers Être le relais d'information vers le PSS Back, en charge de l'intégration, de la correction et du contrôle Préparation métier et paramétrage Contribuer à la configuration de Pennylane pour l'adapter aux processus métiers existants des cabinets Participer aux tests fonctionnels pour valider que la solution répond aux exigences métiers avant la migration Support post-migration "
Arbeitnow API,https://www.arbeitnow.fr/jobs/companies/vocca/business-development-representative-bdr-end-of-studies-internship-paris-9914,2026-09-17T04:40:05,Vocca,Business Development Representative (BDR) — End-of-Studies Internship,Sales,Paris,Full Time,Sales,"Our team shared’s mission is deploy AI agents to transform how patients and doctors connect We believe healthcare shouldn’t be defined by missed calls, endless waiting lines, and overwhelmed staff. Patients and professionals deserve better. Vocca builds AI voice agents that answer every call instantly, schedule and reschedule appointments, and free up staff to focus on what matters most: care. Already trusted by 3500+ providers, we’re transforming the patient–provider relationship, one call at a time. Want to shape the future of healthcare? Join us ! Discover our company culture and values Here is a product Demo Meet the team Article on our seed round of 5,5M$ Your mission As a Business Development Representative intern, you'll be on the front line of our growth engine. Your job is to generate qualified meetings with healthcare leaders who are overwhelmed by missed calls and inefficiencies, and show them how Vocca can change the game. You'll hunt, qualify, and open doors so our Account Executives can close. You'll learn how to prospect like a pro, pitch like a consultant, and build the foundations of a sales career — with the goal of joining us full-time at the end of your internship. Expected outcomes 1 month: Master our pitch, our CRM, and our outbound playbook. Book your first qualified meetings with healthcare prospects. 3 months: Consistently hit monthly meeting targets through a mix of outbound calls, emails, and LinkedIn outreach. Own inbound qualification: every lead gets a fast, thoughtful response. Share field insights with Sales &amp; Marketing to improve targeting. End of internship (5-6 months): Be performing at or near full quota, ready to hit the ground running as a full-time BDR. Have tested and proposed new outbound tactics (copy, sequences, channels). Convert to a full-time contract (CDI) if you perform well. Who you are This is for you if: You're ambitious, competitive, and hungry to prove yourself. You thrive on challenges and don't shy away from the grind of outbound sales. You have excellent communication skills: clear, confident, and persuasive. You're coachable and eager to learn: you want feedback, you act on it fast. You're resilient: every ""no"" just brings you closer to a ""yes."" You're in your final year of business school, engineering school, or equivalent, looking for an end-of-studies internship (convention de stage required), and open to converting to full-time. It's a plus if you: Have experience in sales, retail, hospitality, or any role where convincing and resilience were key. Already used Attio (CRM). Career perspectives Learn modern sales from the ground up in a fast-growing AI startup. Be coached directly by the founders &amp; early sales leaders. Fast-track to a full-time BDR role at the end of your internship, with a clear path: SDR → AE → Sales Leader. Hiring Process Intro interview (20 min) — with our Recruiter, to get to know each other and confirm alignment. HM interview (20 min) — with one person from the Sales Team, to get to know each other and confirm alignment. Situational interview (45 min) — with 2 sales from the team: targeted questions + sales role-play + debrief. Founders interview (30 min) — with the Head of Sales, to discuss vision, culture, and ambition. Offer! 🎉 We aim to keep the process within 30 days . You’ll receive continuous feedback throughout. Why should you join Vocca? An entrepreneurial adventure , with a supportive, high-energy, execution-focused team A product already live , with delighted customers in a fast-growing market (healthcare automation, voice AI) A true scaling phase , with everything still to build Real responsibilities from day one We hire people, not roles. If you're excited about our opportunities but don't check every box, we'd love to hear from you. Everyone, no matter how underrepresented, should feel free to apply as it can only bring learnings or success. If you identify yourself as a woman : Did you know that research shows women often "
Arbeitnow API,https://www.arbeitnow.fr/jobs/companies/vocca/business-development-representative-bdr-eur45-50k-bspce-paris-343155,2026-09-17T04:40:05,Vocca,Business Development Representative (BDR) €45–50K + BSPCE,Sales,Paris,Full Time,Sales,"Our team shared’s mission is deploy AI agents to transform how patients and doctors connect We believe healthcare shouldn’t be defined by missed calls, endless waiting lines, and overwhelmed staff. Patients and professionals deserve better. Vocca builds AI voice agents that answer every call instantly, schedule and reschedule appointments, and free up staff to focus on what matters most: care. Already trusted by 3500+ providers, we’re transforming the patient–provider relationship, one call at a time. Want to shape the future of healthcare? Join us ! Discover our company culture and values Here is a product Demo Meet the team Article on our seed round of 5,5M$ Your mission As a Business Development Representative, you’ll be the front line of our growth engine. Your job is to generate qualified meetings with healthcare leaders who are overwhelmed by missed calls and inefficiencies, and show them how Vocca can change the game. You’ll hunt, qualify, and open doors so our Account Executives can close. You’ll learn how to prospect like a pro, pitch like a consultant, and build a sales career at rocket speed. Expected outcomes 1 month : Master our pitch, our CRM, and our outbound playbook. Book your first qualified meetings with healthcare prospects. 3 months : Consistently hit monthly meeting targets through a mix of outbound calls, emails, and LinkedIn outreach. Own inbound qualification: every lead gets a fast, thoughtful response. Share field insights with Sales &amp; Marketing to improve targeting. 6-12 months : Become a top performer hitting and exceeding quota. Test and refine new outbound tactics (copy, sequences, channels). Mentor new SDRs as the team grows. Prepare to step up into Account Executive or Growth roles at Vocca. Who you are This is for you if: You’re ambitious, competitive, and hungry to prove yourself. You thrive on challenges and don’t shy away from the grind of outbound sales. You have excellent communication skills : clear, confident, and persuasive. You’re coachable and eager to learn: you want feedback, you act on it fast. You’re resilient: every “no” just brings you closer to a “yes.” It’s a plus if you: Have experience in sales, retail, hospitality, or any role where convincing and resilience were key. Already used a Attio (CRM) Career perspectives Learn modern sales from the ground up in a fast-growing AI startup. Be coached directly by the founders &amp; early sales leaders. Skyrocket your career: SDR → AE → Sales Leader. Hiring Process Intro interview (20 min) — with our Recruiter, to get to know each other and confirm alignment. HM interview (20 min) — with one person from the Sales Team, to get to know each other and confirm alignment. Situational interview (45 min) — with 2 sales from the team: targeted questions + sales role-play + debrief. Founders interview (30 min) — with the Head of Sales, to discuss vision, culture, and ambition. Offer! 🎉 We aim to keep the process within 30 days . You’ll receive continuous feedback throughout. Why should you join Vocca? An entrepreneurial adventure , with a supportive, high-energy, execution-focused team A product already live , with delighted customers in a fast-growing market (healthcare automation, voice AI) A true scaling phase , with everything still to build Real responsibilities from day one We hire people, not roles. If you're excited about our opportunities but don't check every box, we'd love to hear from you. Everyone, no matter how underrepresented, should feel free to apply as it can only bring learnings or success. If you identify yourself as a woman : Did you know that research shows women often apply only when meeting 100% of requirements? We'll be thrilled to receive your application! Find Jobs in France on Arbeitnow"
Arbeitnow API,https://www.arbeitnow.fr/jobs/companies/lifen/clinical-data-manager-rwd-rwe-paris-8530,2026-09-17T04:40:05,Lifen,Clinical Data Manager RWD/RWE,No Department,Paris,Full Time,No Department,"À propos de Lifen Chez Lifen, nous pensons que les données médicales peuvent transformer le système de santé, à condition qu’elles soient accessibles. Mieux les faire circuler, c’est réduire la charge administrative, mieux coordonner les soins et accélérer la recherche clinique. Depuis 2015, nous développons des solutions qui aident les professionnels de santé à partager les informations médicales et les chercheurs à exploiter des données de santé. Plus de 150 personnes travaillent chez Lifen, depuis nos bureaux et à distance. Nous avons connecté 800 hôpitaux et 150 000 professionnels de santé en France. Notre équipe L’équipe Clinical Ops intervient au cœur de nos projets de recherche clinique fondés sur des données de santé. Elle transforme des documents médicaux en données structurées, nécessaires à la constitution de cohortes patients et à la préparation des exports utilisés dans nos projets de recherche. Aujourd’hui, l’équipe structure environ 100 à 200 cas patients par semaine . Notre ambition : tripler cette capacité dans les 9 prochains mois, tout en maintenant un haut niveau de qualité des données. Pour y parvenir, nous cherchons une personne capable de reprendre le management de l’équipe, mais surtout de piloter le flux de production, d’anticiper la charge et de porter une démarche d’amélioration continue avec les équipes Produit, IA et Engineering. C’est un rôle à la croisée du management opérationnel, de la RWD et de l’amélioration de processus . Ce que tu feras chez nous Ta première mission sera de reprendre le pilotage de la production des cohortes afin d’en améliorer simultanément la qualité, la capacité de traitement et le niveau d’automatisation . Concrètement, tu seras amené·e à : Manager et faire grandir l’équipe Clinical Ops, en donnant un cadre clair aux priorités et en organisant l’activité quotidienne. Anticiper la charge et piloter la capacité de production afin de limiter les bottlenecks et de mieux absorber les variations de volume. Construire les outils de pilotage nécessaires pour avoir une vision fine du flux : volumes de patients, capacité de traitement, taux d’erreur, points de blocage et charge de l’équipe. Construire et orchestrer une roadmap d’amélioration continue permettant progressivement d’augmenter la capacité de traitement. Porter cette roadmap auprès des équipes Produit, IA et Engineering : rendre les besoins opérationnels visibles, suivre les livrables R&amp;D et créer le rythme nécessaire pour que les améliorations soient effectivement délivrées. Garantir la qualité des cohortes et contribuer à la préparation des exports de données nécessaires aux projets de recherche. Ce que nous attendrons de toi Dans les premiers mois, nous attendrons de toi que tu développes une compréhension très fine du flux Clinical Ops : où se trouvent les blocages, comment évolue la charge et quels leviers permettent réellement d'améliorer la production. Ton succès se mesurera notamment à ta capacité à mettre en place un pilotage fiable de l’activité, à réduire les erreurs et les bottlenecks et à créer, avec les équipes Produit et R&amp;D, un rythme d’amélioration continue suffisamment soutenu pour accompagner notre changement d’échelle. À horizon 9 mois, l’objectif est clair : passer d’environ 100–200 à 300–600 cas patients structurés par semaine, sans multiplier les ressources par trois. Ce que nous recherchons Must-have Nous chercherons en priorité trois éléments dans ton parcours : Une expérience réussie en startup ou scale-up , dans un environnement où les process, outils et responsabilités restaient à construire. Une expérience concrète de la Real-World Data / Real-World Evidence , idéalement autour de la constitution ou de l'exploitation de cohortes patients. Un background santé ou scientifique te permettant de comprendre les enjeux liés aux données médicales et à la recherche clinique. Nous attendons également : Une expérience confirmée de management d’équipe opérationnelle . Une expérience de structur"
Arbeitnow API,https://www.arbeitnow.fr/jobs/companies/joko/operations-manager-offer-operations-paris-278791,2026-09-17T04:40:03,Joko,"Operations Manager, Offer Operations",Data & Operations,Paris,Full Time,Data & Operations,"At Joko, our mission is to we help consumers save time and money when shopping online or in-store. Founded in Paris, Joko is a tech company and certified B Corp with over 120 talents across Paris, Barcelona, and New York (and beyond). More than 6 million users already save money every day at 10,000+ merchants with Joko. From cashback and automatic coupons to price alerts, we've kept expanding our products to make shopping smarter. Today, Joko is an AI shopping app: with Juno, our shopping assistant, users can find the right product at the best price in only a few seconds, with recommendations that get sharper the more they use it. Having reached profitability in our core market, we’re now scaling globally, with a strong focus on the US. It’s still day 1, come build the future of shopping with us! 🦾 Our Offer Operations team Joko helps millions of users earn cashback automatically, whether they shop online through affiliate links, activate coupons, or pay in-store with their linked bank card. Behind each of these experiences, there's an operational engine that needs to work flawlessly: transactions must be tracked, cashback must be caught, offers must be reliable, and merchants must perform as expected. When this engine breaks, users don't get paid — and trust erodes fast. Offer Operations owns that engine. The team's mission is to guarantee the reliability and continuous improvement of Joko's core monetization mechanics — across affiliate tracking, coupons, card-linked bank integrations, gift cards, and merchant performance. It's a technical, data-heavy, high-stakes scope that sits right at the heart of what makes Joko's product work. 🎯 What you will do As an Operations Manager, your main mission is to own one of the processes that decides whether millions of Joko users actually get the cashback they're owed. You'll report to David Le Pahun , our Offer Operations Lead. The role blends four things: analysing data, designing how the process should work, solving problems with AI, technologies or in the last resort outsourcing, and managing projects. Analyse data. You'll build the dashboards that tell you — and everyone else — whether your part of the system is healthy: how many transactions are being correctly tracked and rewarded, what's silently breaking down, whether user experience is suffering. Design the process. You decide how merchants get set up on our platform: their cashback rate, which purchases qualify, how we connect to their systems. A lot of this doesn't have a playbook yet — you'll be writing a good chunk of it as you go. Solve problems with technology. A merchant might be showing users a coupon that doesn't actually pay out. A batch of card purchases might not match cleanly to any merchant we track. You'll dig into why, then fix it choosing the right solution for it: automating it with AI, improving one of our internal tools (built on Retool) and if a human is required, you'll build the right playbook to outsource it. Manage outsourced resources. You'll manage the outsourced team members who help you operate at scale — briefing them, training them, checking their work is actually good — while juggling several of these issues at once and deciding what matters most. Partner cross-functionally. With Product &amp; Engineering when the fix is structural, and with the commercial team when it's really about a merchant relationship. 👀 Who we're looking for Experience: around 2–5 years of experience, ideally with exposure to Operations, Product, or a technical/data-driven environment. AI-native: you genuinely believe in what AI can do, and you already use it as part of how you work — not as a buzzword, but as a real way to automate the repetitive parts of your job and move faster on the rest. Ops mindset: you think in systems — monitoring → detection → investigation → resolution → prevention. You instinctively look for what can break and build safeguards so it doesn't happen again. Tech acumen: you're comfortable in a"
Arbeitnow API,https://www.arbeitnow.fr/jobs/companies/signal-processing-engineer-rf-processing-analytics/mechatronic-engineer-automation-test-equitment-paris-200482,2026-09-17T04:40:03,Signal Processing Engineer (RF Processing & Analytics),Mechatronic Engineer - Automation Test Equitment,R&D,Paris,Full Time,R&D,"About Us Harmattan AI is a next-generation defense prime building autonomous and scalable defense systems. Following the close of a $200M Series B, valuing the company at $1.4 billion, we are expanding our teams and capabilities to deliver mission-critical systems to allied forces. Our work is guided by clear values: building technologies with real-world impact, pursuing excellence in everything we do, setting ambitious goals, and taking on the hardest technical challenges. We operate in a demanding environment where rigor, ownership, and execution are expected. About the Role As a Mechatronics Engineer, you will play a key role in designing and developing the hardware and software that power our automated testing and inspection platforms. Working within the R&amp;D department, you will create robust, scalable automation tools that support both product development and manufacturing operations. Your primary focus will be mechanical development for test automation, while also collaborating on software and electrical integration aspects of test systems. Responsibilities Test Fixture Development – Design, prototype, and maintain mechanical test fixtures, jigs, and tooling built for reliability, reproducibility, and repeatable operator use. Mechanical Integration – Design the physical integration of sensors, actuators, cameras, and other instruments into test stations, in collaboration with the Automation Software Engineers who own the control and software layer. Occasional software integration is also possible based on candidate skillset. ATE Integration — Specify and integrate custom solutions from external vendors for testing equipment/instrumentation (RF housings, GNSS, optical systems…). Cross-Team Collaboration – Work closely with product development, manufacturing, and the Infrastructure &amp; Deployment engineer to deliver robust, maintainable, and scalable automation solutions for the factory and field. Candidate Requirements MSc in Mechanical, Mechatronics, or related engineering field. Excellent CAD skills with experience in rapid prototyping and robust solution implementation (SolidWorks, Catia or similar). Experience working with external vendors and machine shops for part fabrication and test equipment selection. Comfortable performing soldering, wiring, and small-scale electrical circuit work for test system integration. Experience working with electronic assemblies (PCBAs); familiarity with pogo-pin / bed-of-nails fixturing is a strong plus. Knowledge of RF housing design and specifications is a plus. Strong problem-solving skills and ability to design practical, robust engineering solutions. Excellent communication skills and proven ability to collaborate across multidisciplinary teams. Location and Commitments Contract Type: CDI Work Schedule: Full-time Availability: ASAP Location: Paris We look forward to hearing how you can help shape the future of autonomous defense systems at Harmattan AI. Find more English Speaking Jobs in France on Arbeitnow"
Arbeitnow API,https://www.arbeitnow.fr/jobs/companies/signal-processing-engineer-rf-processing-analytics/production-quality-engineer-intern-paris-477014,2026-09-17T04:40:03,Signal Processing Engineer (RF Processing & Analytics),Production Quality Engineer Intern,P&I,Paris,Full Time,P&I,"About Us Harmattan AI is a next-generation defense prime building autonomous and scalable defense systems. Following the close of a $200M Series B, valuing the company at $1.4 billion, we are expanding our teams and capabilities to deliver mission-critical systems to allied forces. Our work is guided by clear values: building technologies with real-world impact, pursuing excellence in everything we do, setting ambitious goals, and taking on the hardest technical challenges. We operate in a demanding environment where rigor, ownership, and execution are expected. About the Role We are opening a 6 months internship starting January 2027 to join our Quality team. The Quality Engineering Intern will be supporting our Quality team on our production plant in Wissous, in order to provide valuable analytics that will enable the team to improve the harmonization of our tracking systems and traceability. Responsibilities FPY definition and baseline for each product Perform Quality analyses : taxonomy + Pareto + 5M root cause Update the daily quality dashboard Lead problem-solving workshops with the production and methods departments Create and update outgoing inspection and customer delivery files NCR follow-up Candidate Requirements Academic background: Final-year engineering student (generalist, mechanical, industrial, quality) who has already spent 4–6 months on a real production floor and liked it. We are excited to work with someone who wants quality, not quality as a fallback from design ! Experience and knowledge: 5M / 5-Why / NCR handling. Capacity to build complex Excel dashboards in autonomy. ERP exposure (Odoo is a plus), metrology and drawing reading basics. Knowledge of electronics/electromechanical assembly is a plus. Languages: Fluent in French, professional English is appreciated. Excellent communication skills, organizational sense, autonomy, and ability to work in a multicultural environment. We look forward to hearing how you can help shape the future of autonomous defense systems at Harmattan AI. Find more English Speaking Jobs in France on Arbeitnow"
Arbeitnow API,https://www.arbeitnow.fr/jobs/companies/signal-processing-engineer-rf-processing-analytics/embedded-software-engineer-gcs-paris-404040,2026-09-17T04:40:03,Signal Processing Engineer (RF Processing & Analytics),Embedded Software Engineer - GCS,R&D,Paris,Full Time,R&D,"About Us Harmattan AI is a next-generation defense prime building autonomous and scalable defense systems. Following the close of a $200M Series B, valuing the company at $1.4 billion, we are expanding our teams and capabilities to deliver mission-critical systems to allied forces. Our work is guided by clear values: building technologies with real-world impact, pursuing excellence in everything we do, setting ambitious goals, and taking on the hardest technical challenges. We operate in a demanding environment where rigor, ownership, and execution are expected. About the Role As an Embedded Software Engineer on Harmattan AI’s GCS (Ground Control System) module, you’ll develop the firmware and low-level software that powers our next-generation handheld UAV controllers. This includes real-time handling of inputs (joysticks, buttons, touchscreens), communication with the UAV, power management, and overall system responsiveness. Your code will bring to life a reliable, intuitive, and mission-ready operator experience. Responsibilities Develop embedded firmware for custom handheld ground stations, integrating displays, input devices, wireless modules, and battery systems. Implement the interface with the radio link. Optimize system performance for responsiveness, power efficiency, and thermal constraints. Collaborate closely with electrical and mechanical engineers to ensure seamless hardware-software integration. Conduct field validation and debugging under realistic mission scenarios. Write clean, maintainable, and production-ready code with a focus on long-term system stability. Participate in architectural decisions to scale the firmware platform as the GCS product line evolves. Candidate Requirements Education: Master’s in Embedded Systems, Computer Engineering, or equivalent. Strong experience in embedded C/C++ and real-time firmware development. Proficient with CPU, MCU, (experience with ARM is a strong plus), hardware abstraction layers, and protocols like SPI, I2C, UART. Experience with embedded Linux Familiarity with wireless comms integration (e.g., LoRa, Wi-Fi, LTE, custom RF) is a plus. Bonus: Experience building handheld or ruggedized control systems in defense, aerospace, or robotics. Problem-Solving: Ability to work autonomously and solve complex technical challenges. Communication &amp; Influence: Excellent written and verbal communication, capable of leading diverse principals – from junior members to senior executives. Commitment: 100% dedication to Harmattan AI’s mission, vision, and ambitious growth plans, ready to go the extra mile to ensure operational excellence. We look forward to hearing how you can help shape the future of autonomous defense systems at Harmattan AI. Find Jobs in France on Arbeitnow"
